DEPARTMENT,NAME,POPULATION,LEG2011ID,LEG2011TUR,RDRLEG2011,PDCILEG11,LEG2011WIN,N2011WINPC,MUN2013ID,MUN2013TUR,RDRMUN2013,PDCIMUN13,MUN2013WIN,N2013WINPC,Ouattara2010votes,total2010votes,Ouattara2010vs,Primary.Ethnicity,Mining.EconActivity,PavedRoad.Access,Prefecture,Mairie,Gendarmerie.Police.Poste,HealthClinic,Secondary.School,Bank,ServiceAccess.Index,Feel.Secure,DateFNarrived,FN.Presence.Type,FN.Commander,Commander.FromDepartment,Joined.FN,Joined.Ethnicity,Joined.Roles,Joined.Num,Majority.FN.FromElsewhere,Foreign.FN.Origins,Other.Armedgroups,Combat,Combat.Groups,Combat.Years,Combat.CasualtiesNum,Civilian.Victims,Civilian.Victims.Reason,Civilian.Victims.Num,Pillage,Pillage.Auteurs,FN.Organizedmeetings,Leaders.Cooperated,Cooperation.Types,Which.Leaders.Cooperated,Leaders.Opposed,Which.Leaders.Opposed,Leaders.Fled,Which.Leaders.Fled,MaintainOrder,LandDisputes,ProtectfromAttacks,Education,Education.FNinvolved,Health,Health.FNinvolved,Infrastructure,ProvideLoans,FN.CollectedTaxes,CollectedTaxes.How,Tensions,Tensions.Causes,ProvidedServices.Post2011,WhichServices.Post2011,CollectedTaxes.Post2011First2years,CollectedTaxes.Post2011First2years.How,ProvideServices.Today,ProvideServices.Today.How,CollectTaxes.Today,CollectTaxes.Today.How,CollectTaxes.Postwar.DUMMY,FN.LeaderVisits.Post2011First2years,FN.LeaderVisits.Post2011First2years.Why,FN.LeaderVisits.Today,FN.LeaderVisits.Today.Why,FN.LeaderVisits.DUMMY,FN.MaterialSupport.Post2011,MaterialSupport.Types,FN.Leader.LocalInterests,FN.MaterialSupport.DUMMY,FN.MP2016,FN.Maire,FN.ConseilRegional,FN.OtherPosition,FN.PoliticalPosition.DUMMY,Respondent.Profession,Respondent.Religion,Respondent.Ethnicity,Respondent.Education,Comprehension,Sincerity,Knowledge,ServiceAccess.Index2,Anypostwarinfluence,Ethnicity.Northern,Combat.DUMMY,Recruitment.DUMMY,Postwarinfluence.Index,FN.Organizedmeetings.DUMMY,Leaders.Cooperated.DUMMY,Predation.Index,CivilianViolence.DUMMY,Pillage.DUMMY,Tensions.DUMMY,CollaborativeGov,EliteSupport,Servicespost2011.DUMMY,Postwarinfluence.Index2,RDRindex,LPOP,BLOCKindex,FN.Governance.Index2,mining.DUMMY,LPOP2,spectrum,NAME2,commanderlocal.DUMMY,comzones,northern,pauv,harm_index_hh1,distance,victim,joined,taxed,supportFN_2,supportPROGOV,supportARMY,order
Dabakala,Dabakala,55769,94,55.4,59.5,4.44,RDR,59.5,157,49.1,58.5,NA,RDR,58.5,26804,33857,0.791683,Senoufo,1,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,"Vetcho, Abdoulaye Koné ""Maréchal""",no,yes,"Senoufo, CEDEAO","Militaires, techniciens",entre cent et deux-cent,no,"Surroundings s/p (Katiola), Nord","dozo, forces impartiales",no,n/a,n/a,n/a,yes,"Supconnés de collaborer avec les FANCI, pillages, viols",plus de cent,yes,FN,yes,yes,"mediation, public services","chefs traditionnels, religieux, politiciens locaux, enseignants (ce qui etaient restés), leaders de la société civile (ONG), leaders d’associations de jeunes",yes,don't know,yes,"religieux (les non autochtones), politiciens locaux, enseignants et autres fonctionnaires ","FN, dozos","chefs traditionnels (principal), FN","FN, dozos","FN, enseignants professionnels, enseignants volontaires, ONG locale, acteurs internationaux",1,"professionels de santé professionels, ONG locale",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marché",occasionellement,"taxation, questions de terre, mauvais comportement de FN",yes,"maintenir l'ordre, proteger des attaques, education",no,n/a,no,n/a,no,n/a,0,yes,Cérémonies publiques de nature religieuse ou nationale ,yes,Cérémonies publiques de nature religieuse ou nationale ,1,yes,"Dons/offres à la communauté, Dons/offres à des particuliers (travail dans l exploitation de l or?)",yes,1,no,no,no,no,0,Religieux,Autre chretien,Senoufo,BEPC,Pas des difficultés,Très sincere,Bonne connaissance,8,1,1,0,1,2,1,1,3,1,1,1,0,0,1,3,59,10.92897344,59,3,1,10.92897344,2,Dabakala,0,0,0.042253521,0.633333333,1.516666667,0.449392274,0.55,0.5,0.5,0.15,0.1,0.05,1.3
Minignan,Minignan,14521,55,72.9,95.5,4.45,RDR,95.5,40,159,58.5,NA,RDR,58.5,4241,4767,0.889658,Malinké,0,0,yes,yes,yes,yes,yes,no,5,yes,2002,Camp militaire,"""CO"" (comsecteur)",no,yes,Malinké,Militaires,don't know,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,mauvais comportement de FN,entre vingt et cinquante,yes,FN,yes,yes,mediation,chefs traditionnels,no,n/a,yes,"politiciens locaux, enseignants, personnel de sante, autres fonctionnaires","FN, dozos, forces impartiales",chefs traditionnels,"FN, dozos","enseignants volontaires, ONG locale",0,"personnels de sante professionel, personnels de sante benevole, acteurs internationaux",0,"FN, autre (le syndicat de transporteurs)",personne,yes,"emission de laisser-passer, barrages routiers",occasionellement,taxation,no,n/a,no,n/a,no,n/a,no,n/a,0,yes,visite de nature privee,yes,visite de nature privee,1,no,n/a,no,0,yes,no,no,no,1,"Secretaire de dozos, notabilite",Islam,Malinké,Baccalaureat,quelques difficultes,tres sincere,bonne connaissance,7,1,1,0,1,2,1,1,3,1,1,1,0,0,0,2,77,9.583351157,77,3,0,9.583351157,2,Minignan,0,0,0.916666667,NA,NA,2.856743469,NA,NA,NA,NA,NA,NA,NA
Samatiguila,Kimbirila-Sud,8550,124,69.7,43.6,4.82,RDR,43.6,48,70.3,100,NA,RDR,100,NA,NA,NA,Malinké,0,0,no,no,no,yes,yes,no,2,no,2003,Barrage,"Chef de barrage, name unknown",no,yes,Malinké,Militaires,moins de cinquante,yes,Nord (Odienné),"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,yes,FN,no,yes,mediation,chefs traditionnels,yes,chefs traditionnels,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, chefs traditionnels, dozos",chefs traditionnels,dozos,"enseignants professionnels, enseignants volontaires, autres personnes puissantes dans la communaute, acteurs internationaux",0,"personnels de sante professionel, personnels de sante benevole",0,personne,personne,yes,barrages routiers,occasionellement,mauvais comportement de FN,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,Notable,Islam,Malinké,CE2,quelques difficultes,tres sincere,bonne connaissance,4,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,71.8,9.053686562,71.8,1,0,9.053686562,0,Kimbirila-Sud,0,0,1,NA,NA,2.767033765,0.2,0.2,0.1,0.5,0.1,0.3,3.2
Samatiguila,Samatiguila,8933,124,69.7,43.6,4.8,RDR,43.6,48,70.3,100,NA,RDR,100,NA,NA,NA,Malinké,0,0,yes,yes,yes,yes,yes,no,5,yes,2003,Camp militaire,"Sergeant Sila, then others (comsecteur)",no,yes,Malinké,"Militaires, civiles",moins de cinquante,yes,Nord (Odienné),dozos,no,n/a,n/a,n/a,yes,"conflits entre eleveus & agriculteurs, disputes over property, cattle eating crops of agriculteurs",moins de vingt,yes,FN,yes,yes,mediation,chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, chefs traditionnels, dozos, autres personnes puissantes dans la communauté, forces impartiales, autre (comité civile)",autre (dozos),"FN, dozos","chefs traditionnels, enseignants volontaires, ONG locale, autres personnes puissantes dans la communaute, autre (comité civile)",0,acteurs internationaux,0,autre (population eux-memes),personne,yes,barrages routiers,occasionellement,mauvais comportement de FN,yes,maintenir l'ordre,no,n/a,yes,maintenir l'ordre,no,n/a,0,yes,"Cérémonies publiques de nature religieuse ou nationale, ceremonies de nature privee, visite chez des membres des elites communautaires",yes,"Cérémonies publiques de nature religieuse ou nationale, ceremonies de nature privee, visite chez des membres des elites communautaires",1,yes,"Dons/offres a des particuliers, contacts avec anciens elements de FN",yes,1,no,no,no,no,0,"chef de village, instructeur à college",Islam,Malinké,BEPC,quelques difficultes,partiellement sincere,bonne connaissance,7,1,1,0,1,2,1,1,3,1,1,1,0,0,1,3,71.8,9.097507564,71.8,2,0,9.097507564,1,Samatiguila,0,0,0.384615385,0,5,2.792104714,0.2,0.2,0.1,0.5,0.1,0.3,3.2
Minignan,Sokoro,6704,55,72.9,95.5,4.5,RDR,95.5,39,152,72.3,NA,RDR,72.3,4241,4767,0.889658,Malinké,0,0,no,no,no,yes,no,no,1,yes,2002,Camp militaire,"Chef de poste at the border, called ""CO""",no,yes,Malinké,Militaires,moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,"When FN took drugs they could kill anyone, the chef de poste was often drunk",entre cinquante et cent,yes,FN,yes,yes,"mediation, public services",chefs traditionnels,no,n/a,yes,"commercants et hommes/femmes d'affaires, enseignants, personnel de sante, autres fonctionnaires","FN, dozos",chefs traditionnels,"FN, dozos",enseignants volontaires,0,personnels de sante benevole,0,autre (population eux-meme),personne,yes,"direcement des commercants, laisser-passer aux transporteurs, barrages routiers, impots sur les places au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,fonctionnaire (assistant de sous-prefet),1,"chef de village administrative, petit fils e sous-prefet",Islam,Malinké,CEPE,quelques difficultes,partiellement sincere,bonne connaissance,3,1,1,0,1,1,1,1,3,1,1,1,0,0,0,1,83.9,8.810459642,83.9,2,0,8.810459642,1,Sokoro,0,0,0.75,NA,NA,3.103773147,NA,NA,NA,NA,NA,NA,NA
Kouto,Gbon,25427,17,67.2,41.3,26.3,RDR,41.3,125,72.5,34.6,NA,Independen,65.3,NA,NA,NA,Senoufo,0,1,no,yes,yes,yes,yes,yes,5,yes,2002,Camp militaire,Woyo (commandant de poste),no,yes,"Malinké, Senoufo",Militaires,moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,dispute avec les FN,entre vingt et cinquante,yes,FN,yes,no,n/a,n/a,no,n/a,yes,"enseignants, autres fonctionnaires","FN, dozos",FN,dozos,"enseignants professionnels, enseignants volontaires",0,personnels de sante professionnel,0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, imports au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,chef de canton,autre (animiste),missing,pas d'enseignement formel acheve,quelques difficultes,partiellement sincere,bonne connaissance,7,0,1,0,1,0,1,0,3,1,1,1,0,0,0,0,37.95,10.14356688,53.3,0,0,10.14356688,1,Gbon,0,0,0.75,0.8,1.647058824,2.50235771,0.1,0.2,0.2,0.1,0,0,3.2
Ouangolodougou,Ouangolodougou,74519,189,66,52.3,6.33,RDR,52.3,146,63.5,25.4,1.35,Independen,46.4,NA,NA,NA,Malinké,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,"commandant JORDAN, ensuite NAMORY, ensuite Commandant YEO (comsecteur)",no,yes,"Malinke, Senoufo, CEDEAO",Militaires,plus de deux-cent,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,yes,yes,"mediation, public services","chefs traditionnels, religieux, dozos",no,n/a,no,n/a,"FN, chefs traditionnels, dozos, forces impartiales",chefs traditionnels,"FN, dozos, forces impartiales","chefs traditionnels, enseignants volontaires, acteurs internationaux",0,"personnels de sante professionel, personnels de sante benevole, acteurs internationaux",0,personne,personne,yes,"directement des commercants, laisser-passer aux transporteurs, barrages routiers, licences pour les taxis, impots au marche","non, jamais",n/a,yes,"maintenir l'ordre, proteger des attaques d'autres groupes armes",yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",no,n/a,no,n/a,1,"oui, occasionnellement (une ou deux fois par an)",visite de nature militaire,"oui, occasionnellement (une ou deux fois par an)",visite de nature militaire,1,no,n/a,yes,0,no,yes,no,dirigeant de la branche locale d'un partie politique,1,chef de canton,Islam,Malinké,pas d'enseignement formel acheve,pas de difficultes,tres sincere,bonne connaissance,8,1,1,0,1,2,1,1,0,0,0,0,0,0,1,3,38.85,11.21880941,49.35,2,0,11.21880941,1,Ouangolodougou,0,0,0.3,0.611111111,3.235294118,1.509498132,0.133333333,0.166666667,0.133333333,0.333333333,0.1,0.1,2.433333333
Kouto,Kouto,37060,16,61.6,75.6,16.3,RDR,75.6,127,54.5,100,NA,RDR,100,NA,NA,NA,Senoufo,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,commandant de secteur (name unknown),no,yes,"Senoufo, Malinké",Militaires,don't know,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,le comportement des FN,don't know,yes,FN,yes,yes,chefs traditionnels,no,n/a,n/a,yes,"religieux, commercants, enseignants, personnel de sante, autres fonctionnaires","FN, dozos, forces impartiales",FN,"FN, dozos","enseignants professionnels, enseignants volontaires",0,"personnels de sante professionnel, personnels de sante volontaires",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",occasionellement,mauvais comportement de certains elements de Forces Nouvelles,no,n/a,yes,barrages routiers,no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,representant du chef du village,autre (animiste),Senoufo,Baccalaureat,pas de difficultes,partiellement sincere,connaissance moyenne,8,1,1,0,1,0,1,1,3,1,1,1,0,0,0,0,87.8,10.5202935,87.8,2,0,10.5202935,1,Kouto,0,0,0.884615385,0.7,1.805555556,2.397184134,0.1,0.2,0.2,0.1,0,0,3.2
Doropo,Doropo,37741,30,60.1,39.3,5.44,RDR,39.3,188,39.7,54.3,NA,RDR,54.3,NA,NA,NA,Koulongo,0,0,missing,missing,missing,missing,missing,missing,NA,no,2002,No permanent presence,"IB' (dead), Doum",no,yes,"Koulongo, Lobi, Malinke, Mossi, Malien, Peul",Militaires,entre cinquante et cent,no,Korhogo,none,no,n/a,n/a,n/a,yes,ne sait pas,entre vingt et cinquante,yes,FN,yes,yes,mediation,religieux,yes,chefs traditionnels,yes,"politiciens locaux, enseignants",FN,chefs traditionnels,FN,"enseignants volontaires, ONG locale",0,personnels de santé volontaires,0,autre (civil society),personne,yes,directement des commercants,occasionnellement,"taxation, mauvais comportement de FN",yes,maintenir l'ordre,no,n/a,no,n/a,no,n/a,0,yes (brother of Wattao?),visite de nature privée,yes,visite de nature privée,1,missing,missing,missing,NA,yes,yes,yes,no,1,,Catholique,Abron,Baccalaureat,pas de difficultes,tres sincere,bonne connaissance,NA,1,0,0,1,NA,1,1,2,1,1,0,0,0,1,NA,46.8,10.53850232,46.8,2,0,10.53850232,1,Doropo,0,0,0.14,0.25,1.3,0.857853658,NA,NA,NA,NA,NA,NA,NA
Korhogo,Korhogo (Air France),NA,171,44.5,84.7,15.2,RDR,84.7,134,30.2,79.9,20.1,RDR,79.9,126646,161186,0.785713,Senoufo,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,"Fofie (""commandant de zone"")",no,yes,"Senoufo, Dioula",Militaires,plus de deux-cent,no,"Abidjan, Bouake, Korhogo",dozos,yes,FN-FN,2004,plus de cent,yes,ne sait pas,plus de cent,missing,missing,yes,yes,missing,chefs traditionnels,no,n/a,yes,"chefs traditionnels, religieux, politiciens locaux, commercants, enseignants, leaders de la societe civile, dozos, autre","FN, dozos, forces impartiales","FN, chefs traditionnels, politiciens locaux",FN,"FN, chefs traditionnels, politiciens locaux, ONG locale",1,"FN, chefs traditionnels, politiciens locaux, ONG locale",1,FN,ONG locale,no,n/a,jamais,n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,yes,missing,yes,missing,1,yes,argent de poche au demobilises,yes,1,yes,yes,yes,"leader communautaire, fonctionnaire, parti politique, dirigiant ONG, homme d'affaire",1,enseignant,aucune,,secondaire acheve,quelques difficultes,partiellement sincere,,8,1,1,1,1,3,1,1,1,1,0,0,0,0,0,3,82.3,NA,82.3,5,0,12.56399531,2,Korhogo,0,1,NA,NA,NA,NA,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Korhogo (Klofowakaha),NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Malinké,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,No permanent presence,"Fofie (""commandant de zone"")",no,no,n/a,n/a,n/a,yes,don't know,aucun,no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,no,yes,mediation,chefs traditionnels,no,n/a,no,n/a,"FN, chefs traditionnels",chefs traditionnels,FN,"enseignants professionnels, acteurs internationaux",0,"personnel de sante professionel, acteurs internationaux",0,personne,personne,yes,barrages routiers,occasionellement,mauvais comportement de certains elements des FN,yes,maintenir l'ordre,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,chef de quartier,Islam,Malinke,pas d'enseignement formel acheve,quelques difficultes,tres sincere,mauvaise connaissance,8,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,NA,NA,NA,2,0,12.56399531,0,Korhogo,0,1,NA,NA,NA,NA,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Gbéléban,Gb�l�ban,2569,122,76.7,79.1,NA,RDR,79.1,42,89,100,NA,RDR,100,NA,NA,NA,Malinké,0,0,yes,no,no,yes,yes,no,3,yes,2002,Camp militaire,Chef de poste,yes,yes,,Militaires,moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,yes,FN,yes,yes,"mediation, public services","chefs traditionnels, religieux, leaders d'associations de jeunes",no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires",FN,chefs traditionnels,FN,"enseignants volontaires, acteurs internationaux",0,"personnels de sante benevole, autres personnes puissantes dans la communaute, acteurs internationaux",0,autres personnes puissantes dans la communaute,personne,yes,"barrages routiers, autre (extortion for protection)",occasionellement,mauvais comportement des FN,no,n/a,yes,barrages routiers,no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,"chef de terre, doyenne",Islam,Malinke,CEPE,pas de difficultes,tres sincere,bonne connaissance,5,1,1,0,1,0,1,1,2,0,1,1,1,0,0,0,89.55,7.851271997,89.55,2,0,7.851271997,1,Gb�l�ban,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korhogo,Niofoin,26471,165,70.9,23.1,24.8,Independent,45.4,135,51.7,100,NA,RDR,100,126646,161186,0.785713,Senoufo,0,0,no,yes,yes,yes,yes,no,4,yes,2002,Camp militaire,"Konaté, Abov (""commandant de secteur"")",no,yes,Senoufo,Militaire,don't know,yes,Nord,dozos,no,n/a,n/a,n/a,yes,le comportement des FN,don't know,yes,FN,no,no,n/a,n/a,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos",FN,FN,enseignants volontaires,0,acteurs internationaux,0,personne,personne,yes,"laisser-passer, barrages routiers",occasionellement,don't know,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,fonctionnaire ,1,agent de mairie,aucune,Senoufo,BEPC,pas de difficultes,partiellement sincere,bonne connaissance,6,1,1,0,1,1,0,0,3,1,1,1,0,0,0,1,61.55,10.18380507,72.7,2,0,10.18380507,0,Niofoin,0,0,1,0.705882353,1.642857143,1.84050282,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Sinématiali,Sin�matiali,37795,172,63,54.8,5.46,RDR,54.8,140,51.8,68.5,NA,RDR,68.5,NA,NA,NA,Senoufo,0,1,yes,yes,yes,yes,yes,yes,6,no,2002,Camp militaire,"Aruna Coulibaly, Kone Adama (Comsecteur)",no,yes,"Senoufo, CEDEAO, melange","Militaires, dozos auxiliares",plus de deux-cent,yes,"Nord, autre (Seguela)","dozos, forces impartiales",yes,FN-population,2008,monis de vingt,yes,affrontements femmes et FN,don't know,yes,FN,no,no,n/a,n/a,yes,"chefs traditionnels, leaders de la societe civile (jeunes)",yes,"enseignants, personnel de sante, autres fonctionnaires",personne,"chefs traditionnels, autres personnes puissantes dans la commmunaute","FN, dozos, forces impartiales","enseignants professionnels, enseignants volontaires, autre (population eux-memes)",0,"personnels de sante professionnel, autre (population eux-meme)",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",frequemment,"taxation, mauvais comportement de certains elements des FN, conflits d'autorite entre leaders FN et d'autres personnes importantes dans la communaute",no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,"chef de village + notables, responsable de jeunesse","autre chretien, Islam",Senoufo,focus group,pas de difficultes,tres sincere,bonne connaissance,8,0,1,1,1,0,0,0,4,1,1,1,0,0,0,0,61.65,10.5399321,61.65,1,0,10.5399321,-1,Sin�matiali,0,0,0.962962963,0.5,1.64516129,NA,0.1,0,0,0.2,0,0.1,2.3
Korhogo,Lataha,30745,170,51.7,60.6,11.5,RDR,60.6,134,30.2,79.8,20.1,RDR,79.8,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,yes,no,2,yes,2002,Barrage,don't know,don't know,no,n/a,n/a,n/a,missing,missing,dozos,no,n/a,n/a,n/a,yes,le comportement des FN,don't know,no,n/a,no,n/a,n/a,n/a,yes,"chefs traditionnels, leaders de la societe civile (jeunes)",no,n/a,dozos,chefs traditionnels,dozos,enseignants volontaires,0,acteurs internationaux,0,personne,personne,no,n/a,occasionellement,mauvais comportement des FN,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,president de jeunes,Islam,Senoufo,CEPE,pas de difficultes,tres sincere,bonne connaissance,4,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,70.2,10.33348266,70.2,0,0,10.33348266,0,Lataha,0,0,0.958333333,NA,NA,1.64352781,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Madinani,N'Goloblasso,8721,120,64.3,31.7,6.9,Independent,32.8,43,62.3,59.6,NA,RDR,59.6,11144,12912,0.863073,Malinké,0,0,no,no,no,yes,no,no,1,yes,2002,Camp militaire,Chef de poste,no,yes,Malinké,Militaires,don't know,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,yes,yes,mediation,president de jeunes,no,n/a,yes,"enseignants, personnel de sante","dozos, forces impartiales",chefs traditionnels,personne,enseignants volontaires,0,personnels de sante benevole,0,"chefs traditionnels, autre (population eux-meme)",personne,yes,barrages routiers,occasionellement,mauvaise comportement de certains elements des FN,no,n/a,no,n/a,no,n/a,no,n/a,0,yes,visite de nature privee,yes,visite de nature privee,1,don't know,n/a,no,0,no,no,no,no,0,"cultivateur, chef de village",Islam,Malinké,pas d'enseignement formel acheve,quelques difficultes,partiellement sincere,connaissance moyenne,3,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,45.65,9.073489189,46.2,0,0,9.073489189,1,N'Goloblasso,0,0,0.916666667,NA,NA,2.595576496,0.1,0.1,0.1,0.6,0.2,0.5,2.9
Korhogo,Koni,11948,170,51.7,60.6,11.5,RDR,60.6,134,30.2,79.8,20.1,RDR,79.8,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,no,no,1,yes,2002,Barrage,"Madov (""chef de poste"")",no,yes,Senoufo,Militaires,moins de cinquante,yes,Nord,dozos,no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,no,yes,public services,chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante","FN, chefs traditionnels, dozos",chefs traditionnels,FN,enseignants volontaires,0,"personnels de santé volontaires, autre (communaute catholique)",0,personne,personne,no,n/a,jamais,n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,agriculteur,Islam,Senoufo,CEPE,pas de difficultes,partiellement sincere,connaissance moyenne,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,70.2,9.388319179,70.2,2,0,9.388319179,0,Koni,0,0,0.25,NA,NA,1.838234562,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Madinani,Madinani,25054,120,64.3,31.7,6.9,Indepenent,32.8,43,62.3,59.6,NA,RDR,59.6,11144,12912,0.863073,Senoufo,0,0,yes,yes,yes,yes,yes,no,5,yes,2002,Camp militaire,Coul - Dao Djan (commandant de secteur),no,yes,"Malinké, Senoufo",Militaires,entre cinquante et cent,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,le comportement des elements,plus de cent,yes,FN,no,yes,"mediation, public services","chefs traditionnels, enseignants, personnel de sante, autres fonctionnaires",no,n/a,yes,"enseignants, autres fonctionnaires","FN, dozos","FN, chefs traditionnels","FN, dozos","enseignants volontaires, enseignants professionnels",0,"personnels de sante professionnel, acteurs internationaux",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,no,no,0,no,yes,no,no,1,president de jeunes,Islam,missing,BEPC,pas de difficultes,tres sincere,bonne connaissance,7,1,1,0,1,1,0,1,3,1,1,1,1,0,0,1,45.65,10.12878877,46.2,2,0,10.12878877,0,Madinani,0,0,0.675,1,0.545454545,2.189417781,0.1,0.1,0.1,0.6,0.2,0.5,2.9
Kouto,Kolia,24848,17,67.2,41.3,26.3,RDR,41.3,126,65.4,66.7,NA,RDR,66.7,NA,NA,NA,Senoufo,0,1,no,yes,no,yes,yes,no,3,yes,2002,Camp militaire,don't know,no,yes,"Senoufo, Malinké","Militaires, civiles",moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,yes,yes,mediation,"chefs traditionnels, leaders de la societe civile (ONG)",no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos, forces impartiales",chefs traditionnels,dozos,"enseignants professionnels, enseignants volontaires, autres personnes puissantes dans la communaute",0,"personnels de sante professionnel, acteurs internationaux",0,personne,personne,yes,"laisser-passer, barrages routiers",jamais,n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,no,no,0,no,yes,no,no,1,conseille du chef de canton,Islam,Malinké,BEPC,pas de difficultes,partiellement sincere,bonne connaissance,5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,54,10.12053255,54,1,0,10.12053255,1,Kolia,0,0,0.9,NA,NA,2.173544934,0.1,0.2,0.2,0.1,0,0,3.2
